down,yardline,yards_to_go,count,fantasy_points,avg_fantasy_points
1,crap,long,36,9.040000000000001,0.2511111111111111
1,crap,medium,1,0.0,0.0
1,crap,really_long,5,1.12,0.22400000000000003
1,fg,long,39,7.600000000000002,0.19487179487179493
1,fg,medium,1,0.52,0.52
1,goaline,long,13,13.36,1.0276923076923077
1,goaline,medium,9,8.48,0.9422222222222223
1,goaline,short,6,12.16,2.026666666666667
1,midfield,long,190,64.55999999999999,0.3397894736842105
1,midfield,really_long,9,-1.0,-0.1111111111111111
1,redzone,long,30,16.439999999999998,0.5479999999999999
1,touchback,long,95,27.199999999999992,0.28631578947368413
1,touchback,really_long,1,-2.0,-2.0
2,crap,long,18,4.4,0.24444444444444446
2,crap,medium,5,0.56,0.11200000000000002
2,crap,really_long,10,2.3600000000000003,0.23600000000000004
2,crap,short,2,1.88,0.94
2,fg,long,20,16.2,0.8099999999999999
2,fg,medium,5,1.08,0.21600000000000003
2,fg,really_long,2,0.68,0.34
2,fg,short,1,0.04,0.04
2,goaline,long,7,2.6400000000000006,0.3771428571428572
2,goaline,medium,14,16.72,1.1942857142857142
2,goaline,short,6,4.2,0.7000000000000001
2,midfield,long,101,45.080000000000005,0.4463366336633664
2,midfield,medium,34,7.520000000000001,0.22117647058823534
2,midfield,really_long,38,6.12,0.16105263157894736
2,midfield,short,15,3.5199999999999996,0.23466666666666663
2,redzone,long,22,14.799999999999999,0.6727272727272727
2,redzone,medium,6,9.76,1.6266666666666667
2,redzone,really_long,10,2.4400000000000004,0.24400000000000005
2,touchback,long,43,10.200000000000003,0.23720930232558146
2,touchback,medium,16,4.720000000000001,0.29500000000000004
2,touchback,really_long,13,1.6400000000000001,0.12615384615384617
2,touchback,short,5,0.2,0.04
3,crap,long,9,-0.7599999999999999,-0.08444444444444443
3,crap,medium,2,-2.0,-1.0
3,crap,really_long,17,3.48,0.20470588235294118
3,crap,short,4,1.16,0.29
3,fg,long,11,-0.0799999999999999,-0.007272727272727264
3,fg,medium,1,0.0,0.0
3,fg,really_long,4,0.56,0.14
3,fg,short,4,0.6000000000000001,0.15000000000000002
3,goaline,long,6,9.16,1.5266666666666666
3,goaline,medium,16,25.319999999999997,1.5824999999999998
3,goaline,short,8,8.4,1.05
3,midfield,long,36,7.440000000000002,0.20666666666666672
3,midfield,medium,42,17.519999999999996,0.41714285714285704
3,midfield,really_long,35,11.319999999999999,0.3234285714285714
3,midfield,short,41,11.04,0.2692682926829268
3,redzone,long,9,6.000000000000001,0.6666666666666667
3,redzone,medium,10,6.8,0.6799999999999999
3,redzone,really_long,5,0.6799999999999999,0.13599999999999998
3,redzone,short,4,0.48000000000000004,0.12000000000000001
3,touchback,long,25,6.400000000000001,0.25600000000000006
3,touchback,medium,17,3.56,0.20941176470588235
3,touchback,really_long,15,5.160000000000001,0.3440000000000001
3,touchback,short,5,0.72,0.144
4,fg,medium,1,5.0,5.0
4,fg,short,2,0.0,0.0
4,goaline,long,1,0.0,0.0
4,goaline,short,2,0.0,0.0
4,midfield,long,3,0.36,0.12
4,midfield,medium,3,0.84,0.27999999999999997
4,midfield,really_long,2,0.0,0.0
4,midfield,short,3,5.760000000000001,1.9200000000000002
4,redzone,medium,1,0.0,0.0
4,touchback,really_long,1,0.0,0.0
