,,,fantasy_points,fantasy_points,fantasy_points
,,,count,std,mean
down,yardline,yards_to_go,,,
1,crap,long,36,0.348660930482,0.251111111111
1,crap,medium,1,,0.0
1,crap,really_long,5,0.257060304209,0.224
1,fg,long,39,0.262005140517,0.194871794872
1,fg,medium,1,,0.52
1,goaline,long,13,1.88009819711,1.02769230769
1,goaline,medium,9,1.83609488983,0.942222222222
1,goaline,short,6,2.23494668094,2.02666666667
1,midfield,long,190,0.722497108538,0.339789473684
1,midfield,really_long,9,0.729322364329,-0.111111111111
1,redzone,long,30,1.37075463737,0.548
1,touchback,long,95,0.52483240006,0.286315789474
1,touchback,really_long,1,,-2.0
2,crap,long,18,0.315524255099,0.244444444444
2,crap,medium,5,0.153362316101,0.112
2,crap,really_long,10,0.352489558553,0.236
2,crap,short,2,0.820243866176,0.94
2,fg,long,20,1.77509673569,0.81
2,fg,medium,5,0.300133303717,0.216
2,fg,really_long,2,0.480832611207,0.34
2,fg,short,1,,0.04
2,goaline,long,7,1.91886871434,0.377142857143
2,goaline,medium,14,1.97285312442,1.19428571429
2,goaline,short,6,1.71464281995,0.7
2,midfield,long,101,0.981781770835,0.446336633663
2,midfield,medium,34,0.456838707071,0.221176470588
2,midfield,really_long,38,0.242774386129,0.161052631579
2,midfield,short,15,0.2864029795,0.234666666667
2,redzone,long,22,1.65632462259,0.672727272727
2,redzone,medium,6,2.29944920941,1.62666666667
2,redzone,really_long,10,0.194547908981,0.244
2,touchback,long,43,0.566721253315,0.237209302326
2,touchback,medium,16,0.417452592119,0.295
2,touchback,really_long,13,0.217774289175,0.126153846154
2,touchback,short,5,0.0692820323028,0.04
3,crap,long,9,0.748984497689,-0.0844444444444
3,crap,medium,2,1.41421356237,-1.0
3,crap,really_long,17,0.231897543299,0.204705882353
3,crap,short,4,0.353836120259,0.29
3,fg,long,11,0.704004132219,-0.00727272727273
3,fg,medium,1,,0.0
3,fg,really_long,4,0.232091935807,0.14
3,fg,short,4,0.191485421551,0.15
3,goaline,long,6,2.1670133056,1.52666666667
3,goaline,medium,16,2.09975077886,1.5825
3,goaline,short,8,1.86035326906,1.05
3,midfield,long,36,0.338939522629,0.206666666667
3,midfield,medium,42,0.873865217364,0.417142857143
3,midfield,really_long,35,1.10504176886,0.323428571429
3,midfield,short,41,0.518461137617,0.269268292683
3,redzone,long,9,1.47485592517,0.666666666667
3,redzone,medium,10,1.41672548897,0.68
3,redzone,really_long,5,0.199198393568,0.136
3,redzone,short,4,0.0864098759788,0.12
3,touchback,long,25,0.513809303147,0.256
3,touchback,medium,17,0.27659696736,0.209411764706
3,touchback,really_long,15,0.259141439593,0.344
3,touchback,short,5,0.14310835056,0.144
4,fg,medium,1,,5.0
4,fg,short,2,0.0,0.0
4,goaline,long,1,,0.0
4,goaline,short,2,0.0,0.0
4,midfield,long,3,0.207846096908,0.12
4,midfield,medium,3,0.484974226119,0.28
4,midfield,really_long,2,0.0,0.0
4,midfield,short,3,3.2221731797,1.92
4,redzone,medium,1,,0.0
4,touchback,really_long,1,,0.0
