down,yardline,yards_to_go,count,fantasy_points,avg_fantasy_points
1,crap,long,43,14.360000000000001,0.33395348837209304
1,crap,medium,1,0.28,0.28
1,crap,really_long,11,3.24,0.29454545454545455
1,fg,long,36,17.88,0.49666666666666665
1,fg,really_long,4,0.48000000000000004,0.12000000000000001
1,goaline,long,6,4.6000000000000005,0.7666666666666667
1,goaline,medium,10,12.6,1.26
1,goaline,short,7,8.16,1.1657142857142857
1,midfield,long,246,64.4,0.2617886178861789
1,midfield,medium,1,0.0,0.0
1,midfield,really_long,11,2.68,0.24363636363636365
1,redzone,long,26,16.240000000000002,0.6246153846153847
1,redzone,really_long,1,0.16,0.16
1,touchback,long,118,43.0,0.3644067796610169
1,touchback,really_long,3,0.6799999999999999,0.22666666666666666
2,crap,long,19,3.56,0.18736842105263157
2,crap,medium,7,2.8,0.39999999999999997
2,crap,really_long,17,5.08,0.2988235294117647
2,crap,short,3,0.96,0.32
2,fg,long,20,17.200000000000003,0.8600000000000001
2,fg,medium,8,7.240000000000001,0.9050000000000001
2,fg,really_long,10,7.2,0.72
2,fg,short,6,0.72,0.12
2,goaline,long,9,17.44,1.9377777777777778
2,goaline,medium,14,8.4,0.6
2,goaline,short,5,4.04,0.808
2,midfield,long,105,28.04,0.26704761904761903
2,midfield,medium,41,11.0,0.2682926829268293
2,midfield,really_long,51,8.760000000000002,0.17176470588235296
2,midfield,short,28,14.48,0.5171428571428571
2,redzone,long,18,28.92,1.6066666666666667
2,redzone,medium,3,0.0,0.0
2,redzone,really_long,5,1.1600000000000001,0.23200000000000004
2,redzone,short,1,0.0,0.0
2,touchback,long,43,12.040000000000001,0.28
2,touchback,medium,16,2.0000000000000004,0.12500000000000003
2,touchback,really_long,10,1.9600000000000004,0.19600000000000004
2,touchback,short,3,1.2400000000000002,0.4133333333333334
3,crap,long,8,4.6000000000000005,0.5750000000000001
3,crap,medium,9,2.44,0.2711111111111111
3,crap,really_long,10,10.239999999999998,1.0239999999999998
3,crap,short,4,0.32,0.08
3,fg,long,11,2.1999999999999997,0.19999999999999998
3,fg,medium,9,1.4000000000000001,0.15555555555555556
3,fg,really_long,8,2.08,0.26
3,fg,short,4,0.4,0.1
3,goaline,long,5,0.0,0.0
3,goaline,medium,13,15.280000000000001,1.1753846153846155
3,goaline,short,10,2.2,0.22000000000000003
3,midfield,long,76,25.07999999999999,0.3299999999999999
3,midfield,medium,44,12.48,0.28363636363636363
3,midfield,really_long,35,8.24,0.23542857142857143
3,midfield,short,45,9.000000000000002,0.20000000000000004
3,redzone,long,12,6.36,0.53
3,redzone,medium,8,4.8,0.6
3,redzone,really_long,2,4.76,2.38
3,redzone,short,6,0.44000000000000006,0.07333333333333335
3,touchback,long,27,6.4799999999999995,0.24
3,touchback,medium,13,6.6,0.5076923076923077
3,touchback,really_long,8,2.52,0.315
3,touchback,short,9,2.8400000000000003,0.3155555555555556
4,fg,medium,3,-1.16,-0.38666666666666666
4,fg,short,3,1.48,0.49333333333333335
4,goaline,medium,1,4.36,4.36
4,goaline,short,2,4.08,2.04
4,midfield,long,1,0.48,0.48
4,midfield,medium,1,-2.0,-2.0
4,midfield,really_long,3,-2.0,-0.6666666666666666
4,midfield,short,5,1.0,0.2
4,redzone,short,4,0.16,0.04
4,touchback,long,1,-2.0,-2.0
