down,yardline,yards_to_go,count,fantasy_points,avg_fantasy_points
1,crap,long,38,8.76,0.2305263157894737
1,crap,really_long,8,1.1102230246251565e-16,1.3877787807814457e-17
1,fg,long,41,16.88,0.4117073170731707
1,fg,really_long,5,0.28,0.05600000000000001
1,goaline,long,10,11.240000000000002,1.124
1,goaline,medium,10,12.96,1.296
1,goaline,short,7,4.04,0.5771428571428572
1,midfield,long,202,67.8,0.3356435643564356
1,midfield,medium,4,3.3600000000000003,0.8400000000000001
1,midfield,really_long,9,3.2,0.35555555555555557
1,redzone,long,31,19.88,0.6412903225806451
1,redzone,medium,1,0.0,0.0
1,touchback,long,108,38.6,0.3574074074074074
1,touchback,really_long,3,0.64,0.21333333333333335
2,crap,long,19,4.040000000000001,0.21263157894736848
2,crap,medium,5,2.0,0.4
2,crap,really_long,14,1.48,0.10571428571428572
2,crap,short,1,0.0,0.0
2,fg,long,17,3.5200000000000005,0.2070588235294118
2,fg,medium,9,6.28,0.6977777777777778
2,fg,really_long,9,10.959999999999999,1.2177777777777776
2,fg,short,2,1.08,0.54
2,goaline,long,7,4.680000000000001,0.6685714285714287
2,goaline,medium,12,25.52,2.1266666666666665
2,goaline,short,8,4.16,0.52
2,midfield,long,85,32.88000000000001,0.38682352941176484
2,midfield,medium,49,7.040000000000002,0.14367346938775513
2,midfield,really_long,39,11.48,0.29435897435897435
2,midfield,short,24,7.120000000000001,0.2966666666666667
2,redzone,long,13,13.92,1.0707692307692307
2,redzone,medium,9,5.88,0.6533333333333333
2,redzone,really_long,10,1.9200000000000002,0.192
2,redzone,short,1,0.52,0.52
2,touchback,long,36,6.520000000000001,0.18111111111111114
2,touchback,medium,10,1.4400000000000002,0.14400000000000002
2,touchback,really_long,13,5.5200000000000005,0.4246153846153847
2,touchback,short,7,1.92,0.2742857142857143
3,crap,long,8,-1.16,-0.145
3,crap,medium,6,7.840000000000001,1.3066666666666669
3,crap,really_long,8,2.0000000000000004,0.25000000000000006
3,crap,short,3,0.56,0.18666666666666668
3,fg,long,11,1.6800000000000002,0.15272727272727274
3,fg,medium,11,7.440000000000001,0.6763636363636365
3,fg,really_long,11,3.4000000000000004,0.30909090909090914
3,fg,short,4,1.04,0.26
3,goaline,long,6,4.640000000000001,0.7733333333333334
3,goaline,medium,6,6.4,1.0666666666666667
3,goaline,short,12,12.719999999999999,1.0599999999999998
3,midfield,long,46,15.92,0.34608695652173915
3,midfield,medium,42,9.04,0.21523809523809523
3,midfield,really_long,31,12.44,0.4012903225806451
3,midfield,short,38,6.400000000000001,0.16842105263157897
3,redzone,long,12,-0.32000000000000006,-0.026666666666666672
3,redzone,medium,5,4.72,0.944
3,redzone,really_long,7,5.6000000000000005,0.8
3,redzone,short,4,0.8800000000000001,0.22000000000000003
3,touchback,long,29,5.920000000000002,0.20413793103448283
3,touchback,medium,13,2.56,0.19692307692307692
3,touchback,really_long,9,4.880000000000001,0.5422222222222223
3,touchback,short,4,-1.88,-0.47
4,fg,medium,1,0.88,0.88
4,goaline,long,1,0.0,0.0
4,goaline,short,2,4.08,2.04
4,midfield,long,1,0.0,0.0
4,midfield,medium,5,0.8800000000000001,0.17600000000000002
4,midfield,really_long,1,-2.0,-2.0
4,midfield,short,6,8.48,1.4133333333333333
4,touchback,long,1,0.0,0.0
4,touchback,really_long,1,0.0,0.0
