down,yardline,yards_to_go,count,fantasy_points,avg_fantasy_points
1,crap,long,1,0.28,0.28
1,fg,really_long,1,0.0,0.0
1,midfield,long,3,0.56,0.18666666666666668
2,midfield,really_long,1,0.44,0.44
2,midfield,short,2,0.44,0.22
2,touchback,short,1,0.32,0.32
3,midfield,short,1,0.24,0.24
