,,,fantasy_points,fantasy_points,fantasy_points
,,,count,std,mean
down,yardline,yards_to_go,,,
1,crap,long,38,0.498815667057,0.317894736842
1,crap,really_long,5,0.123288280059,0.12
1,fg,long,35,0.259110307129,0.181714285714
1,fg,really_long,2,0.141421356237,0.1
1,goaline,long,6,1.75848419574,0.773333333333
1,goaline,medium,5,2.28952396799,1.672
1,goaline,short,3,0.0,0.0
1,midfield,long,211,0.939312415086,0.374597156398
1,midfield,medium,1,,1.04
1,midfield,really_long,15,0.608786458769,0.0373333333333
1,redzone,long,20,1.41101829598,0.496
1,redzone,really_long,3,0.266333124739,0.253333333333
1,touchback,long,100,0.346695569891,0.2696
1,touchback,really_long,3,0.254034118443,0.293333333333
2,crap,long,23,0.233129592962,0.286956521739
2,crap,really_long,14,0.798091129226,0.174285714286
2,fg,long,19,0.303569408809,0.181052631579
2,fg,medium,6,0.40033319456,0.366666666667
2,fg,really_long,7,0.229450689795,0.228571428571
2,fg,short,2,0.367695526217,0.26
2,goaline,long,6,1.77996254642,0.726666666667
2,goaline,medium,8,1.9822930445,1.07
2,goaline,short,7,2.18814119854,1.75428571429
2,midfield,long,97,0.412612996082,0.15587628866
2,midfield,medium,31,0.571136576702,0.166451612903
2,midfield,really_long,47,1.16502277911,0.260425531915
2,midfield,short,23,0.300018444756,0.222608695652
2,redzone,long,16,0.143015150713,0.125
2,redzone,medium,1,,0.08
2,redzone,really_long,3,0.222710574513,0.2
2,redzone,short,1,,0.0
2,touchback,long,47,0.375105042334,0.274893617021
2,touchback,medium,7,0.269744146854,0.245714285714
2,touchback,really_long,7,0.138013111868,0.228571428571
2,touchback,short,8,0.194715910275,0.265
3,crap,long,6,0.130639452948,0.0533333333333
3,crap,medium,2,0.0,0.0
3,crap,really_long,13,0.340437124734,0.261538461538
3,crap,short,3,0.115470053838,0.0666666666667
3,fg,long,11,0.340480943266,0.254545454545
3,fg,medium,10,0.0597773647239,0.028
3,fg,really_long,5,0.331541852562,0.272
3,fg,short,7,0.361478445646,0.36
3,goaline,long,10,2.07413275049,1.316
3,goaline,medium,8,2.60587797105,1.885
3,goaline,short,5,2.23542389716,2.488
3,midfield,long,55,1.07955596309,0.458181818182
3,midfield,medium,52,0.975632834035,0.323846153846
3,midfield,really_long,34,0.60774912734,0.135294117647
3,midfield,short,48,0.301255057931,0.181666666667
3,redzone,long,12,2.13135609129,0.523333333333
3,redzone,medium,10,1.62500461538,0.368
3,redzone,really_long,5,2.0700917854,0.984
3,redzone,short,5,2.06095123669,1.088
3,touchback,long,23,0.597994011629,0.161739130435
3,touchback,medium,13,0.759041230595,0.144615384615
3,touchback,really_long,7,0.290942638758,0.371428571429
3,touchback,short,5,0.128374452287,0.064
4,fg,medium,1,,0.36
4,midfield,long,3,0.346410161514,0.2
4,midfield,medium,2,0.0565685424949,0.04
4,midfield,really_long,1,,0.0
4,midfield,short,5,0.10733126292,0.072
4,redzone,really_long,1,,4.56
