,,,fantasy_points,fantasy_points,fantasy_points
,,,count,std,mean
down,yardline,yards_to_go,,,
1,crap,long,47,0.724518660592,0.123404255319
1,crap,really_long,7,0.216465107713,0.102857142857
1,fg,long,32,0.849075398453,0.36
1,fg,really_long,2,1.86676190233,-0.68
1,goaline,long,3,2.4941531629,2.88
1,goaline,medium,5,0.0894427191,0.04
1,goaline,short,5,1.81601762106,3.248
1,midfield,long,204,0.688794444046,0.297647058824
1,midfield,really_long,11,0.275654592825,0.243636363636
1,redzone,long,31,0.807216909997,0.274838709677
1,touchback,long,95,0.5234678063,0.175578947368
1,touchback,really_long,5,0.153883072493,0.136
2,crap,long,14,0.351774153321,0.217142857143
2,crap,medium,10,0.485175798609,0.372
2,crap,really_long,16,0.177012240631,0.125
2,crap,short,3,0.18903262505,0.306666666667
2,fg,long,15,1.39283609264,0.389333333333
2,fg,medium,5,2.19818106625,1.08
2,fg,really_long,2,0.0848528137424,0.06
2,fg,short,4,2.30639690137,1.44
2,goaline,long,4,2.03918284287,1.23
2,goaline,medium,7,2.38796984906,0.96
2,goaline,short,6,2.10705481656,1.36
2,midfield,long,98,1.12064452015,0.41306122449
2,midfield,medium,33,0.484348985127,0.117575757576
2,midfield,really_long,33,0.291022231786,0.255757575758
2,midfield,short,20,1.40140530972,0.37
2,redzone,long,15,1.1604793755,0.365333333333
2,redzone,medium,9,2.18686990925,1.61333333333
2,redzone,really_long,7,0.199236638436,0.194285714286
2,redzone,short,4,0.14,0.07
2,touchback,long,45,0.253196135097,0.200888888889
2,touchback,medium,12,0.699809497887,0.0233333333333
2,touchback,really_long,15,0.618545144058,0.0586666666667
2,touchback,short,6,0.966781602363,-0.0866666666667
3,crap,long,10,0.29646809834,0.304
3,crap,medium,6,0.325699247773,0.26
3,crap,really_long,12,0.286419907891,0.28
3,fg,long,6,2.03122294854,0.906666666667
3,fg,medium,8,1.0278410105,-0.36
3,fg,really_long,8,0.196832053139,0.09
3,fg,short,4,0.0,0.0
3,goaline,long,4,2.17341513139,1.1
3,goaline,medium,7,2.04879523251,1.28571428571
3,goaline,short,10,1.73714452799,0.824
3,midfield,long,56,1.26290779707,0.398571428571
3,midfield,medium,42,0.518478073013,0.26
3,midfield,really_long,36,1.19361422605,0.327777777778
3,midfield,short,27,0.341966826668,0.214814814815
3,redzone,long,11,0.676891289781,-0.0327272727273
3,redzone,medium,6,1.92693193099,0.893333333333
3,redzone,really_long,3,0.323316150746,0.186666666667
3,redzone,short,5,0.121326007105,0.088
3,touchback,long,22,0.47290938883,0.343636363636
3,touchback,medium,15,0.154673234672,0.0933333333333
3,touchback,really_long,16,0.33302652547,0.315
3,touchback,short,6,0.148413835833,0.0866666666667
4,fg,long,1,,0.0
4,fg,medium,1,,0.0
4,fg,short,3,0.161658075373,0.173333333333
4,goaline,short,4,2.41382131346,2.09
4,midfield,long,2,0.0,0.0
4,midfield,medium,2,0.0,0.0
4,midfield,really_long,2,3.28097546471,0.32
4,midfield,short,5,0.957329619306,-0.304
4,redzone,medium,2,2.96984848098,2.42
4,redzone,really_long,1,,0.0
4,touchback,long,1,,0.0
