down,yardline,yards_to_go,count,fantasy_points,avg_fantasy_points
1,crap,long,36,4.640000000000001,0.12888888888888891
1,crap,really_long,1,0.4,0.4
1,fg,long,34,16.2,0.4764705882352941
1,fg,really_long,2,0.68,0.34
1,goaline,long,8,8.600000000000001,1.0750000000000002
1,goaline,medium,6,12.600000000000001,2.1
1,goaline,short,4,0.0,0.0
1,midfield,long,221,65.28,0.2953846153846154
1,midfield,medium,3,0.88,0.29333333333333333
1,midfield,really_long,9,3.96,0.44
1,redzone,long,34,7.04,0.20705882352941177
1,redzone,medium,1,-0.04,-0.04
1,redzone,really_long,1,0.0,0.0
1,touchback,long,92,23.479999999999997,0.2552173913043478
2,crap,long,15,3.5600000000000005,0.23733333333333337
2,crap,medium,7,2.6000000000000005,0.3714285714285715
2,crap,really_long,8,1.9200000000000002,0.24000000000000002
2,crap,short,1,0.12,0.12
2,fg,long,12,-0.31999999999999995,-0.02666666666666666
2,fg,medium,7,1.1600000000000001,0.16571428571428573
2,fg,really_long,10,6.56,0.6559999999999999
2,fg,short,2,0.24,0.12
2,goaline,long,8,8.8,1.1
2,goaline,medium,6,0.0,0.0
2,goaline,short,6,4.04,0.6733333333333333
2,midfield,long,92,37.0,0.40217391304347827
2,midfield,medium,42,10.120000000000001,0.24095238095238097
2,midfield,really_long,40,10.359999999999998,0.25899999999999995
2,midfield,short,21,6.879999999999999,0.3276190476190476
2,redzone,long,17,7.400000000000001,0.4352941176470589
2,redzone,medium,6,5.04,0.84
2,redzone,really_long,8,0.64,0.08
2,redzone,short,3,0.56,0.18666666666666668
2,touchback,long,36,8.160000000000002,0.2266666666666667
2,touchback,medium,11,2.04,0.18545454545454546
2,touchback,really_long,10,-0.6799999999999999,-0.06799999999999999
2,touchback,short,6,0.36,0.06
3,crap,long,12,2.04,0.17
3,crap,medium,3,0.12,0.04
3,crap,really_long,12,1.96,0.16333333333333333
3,crap,short,6,1.48,0.24666666666666667
3,fg,long,11,1.28,0.11636363636363636
3,fg,medium,10,6.84,0.6839999999999999
3,fg,really_long,9,-0.6399999999999999,-0.0711111111111111
3,fg,short,4,0.72,0.18
3,goaline,long,8,6.760000000000001,0.8450000000000001
3,goaline,medium,4,4.2,1.05
3,goaline,short,12,21.200000000000003,1.7666666666666668
3,midfield,long,47,28.360000000000007,0.6034042553191491
3,midfield,medium,53,17.84,0.3366037735849057
3,midfield,really_long,33,16.84,0.5103030303030303
3,midfield,short,35,12.64,0.36114285714285715
3,redzone,long,6,-1.68,-0.27999999999999997
3,redzone,medium,11,-1.8,-0.16363636363636364
3,redzone,really_long,10,0.72,0.072
3,redzone,short,6,-1.68,-0.27999999999999997
3,touchback,long,16,1.0,0.0625
3,touchback,medium,12,2.8400000000000003,0.2366666666666667
3,touchback,really_long,13,2.96,0.2276923076923077
3,touchback,short,11,2.4800000000000004,0.2254545454545455
4,crap,really_long,1,-2.0,-2.0
4,fg,short,2,0.0,0.0
4,goaline,short,3,0.0,0.0
4,midfield,medium,2,0.04,0.02
4,midfield,really_long,1,0.0,0.0
4,midfield,short,6,1.48,0.24666666666666667
4,redzone,medium,2,-1.4,-0.7
4,redzone,really_long,1,0.0,0.0
4,redzone,short,1,0.32,0.32
4,touchback,really_long,2,-2.0,-1.0
