down,yardline,yards_to_go,count,fantasy_points,avg_fantasy_points
1,crap,long,1,0.0,0.0
1,midfield,long,3,0.6799999999999999,0.22666666666666666
1,touchback,long,1,0.52,0.52
2,crap,medium,1,0.36,0.36
2,midfield,long,1,0.0,0.0
2,midfield,medium,1,0.0,0.0
3,midfield,long,1,-2.0,-2.0
3,midfield,medium,1,0.32,0.32
