5536,5_Steve_Nick,Steve,QB,Ben Roethlisberger,QB,34,47,380,4,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,29
16777,5_Steve_Nick,Steve,RB,Carlos Hyde,RB,0,0,0,0,0,22,78,1,6,36,0,6,0,0,0,,,,,,,,,,,,,,,,,,16
17586,5_Steve_Nick,Steve,RB,Melvin Gordon,RB,0,0,0,0,0,16,69,0,1,18,1,1,0,1,0,,,,,,,,,,,,,,,,,,11
15795,5_Steve_Nick,Steve,WR,DeAndre Hopkins,WR,0,0,0,0,0,0,0,0,5,56,1,9,0,0,0,,,,,,,,,,,,,,,,,,11
13983,5_Steve_Nick,Steve,WR,A.J. Green,WR,0,0,0,0,0,0,0,0,4,50,0,8,0,0,0,,,,,,,,,,,,,,,,,,5
17822,5_Steve_Nick,Steve,TE,Hunter Henry,TE,0,0,0,0,0,0,0,0,3,74,1,4,0,0,0,,,,,,,,,,,,,,,,,,13
16782,5_Steve_Nick,Steve,FLEX,Jerick McKinnon,RB,0,0,0,0,0,20,36,0,1,10,0,3,0,0,0,,,,,,,,,,,,,,,,,,4
15965,5_Steve_Nick,Steve,K,Dustin Hopkins,K,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,2,1,2,,,,,,,,3
60034,5_Steve_Nick,Steve,D/ST,Texans D/ST,D/ST,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,31,-2
11247,5_Steve_Nick,Steve,Bench,Jonathan Stewart,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0
14053,5_Steve_Nick,Steve,Bench,Randall Cobb,WR,0,0,0,0,0,1,0,0,9,108,0,11,0,0,0,,,,,,,,,,,,,,,,,,10
15847,5_Steve_Nick,Steve,Bench,Travis Kelce,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0
15855,5_Steve_Nick,Steve,Bench,Christine Michael,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0
15062,5_Steve_Nick,Steve,Bench,Travis Benjamin,WR,0,0,0,0,0,0,0,0,7,117,0,11,0,0,0,,,,,,,,,,,,,,,,,,11
17619,5_Steve_Nick,Steve,Bench,Tyler Lockett,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0
60021,5_Steve_Nick,Steve,Bench,Eagles D/ST,D/ST,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,4,0,0,24,5
11237,5_Steve_Nick,Nick,QB,Matt Ryan,QB,15,28,267,1,0,3,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,14
12514,5_Steve_Nick,Nick,RB,LeSean McCoy,RB,0,0,0,0,0,18,150,0,2,8,0,2,0,0,0,,,,,,,,,,,,,,,,,,15
11278,5_Steve_Nick,Nick,RB,Matt Forte,RB,0,0,0,0,0,12,53,0,2,7,0,2,0,0,0,,,,,,,,,,,,,,,,,,5
13934,5_Steve_Nick,Nick,WR,Antonio Brown,WR,0,0,0,0,0,0,0,0,9,78,1,12,0,0,0,,,,,,,,,,,,,,,,,,13
5528,5_Steve_Nick,Nick,WR,Larry Fitzgerald,WR,0,0,0,0,0,0,0,0,6,81,2,8,0,0,0,,,,,,,,,,,,,,,,,,20
15835,5_Steve_Nick,Nick,TE,Zach Ertz,TE,0,0,0,0,0,0,0,0,3,37,0,3,0,0,0,,,,,,,,,,,,,,,,,,3
13213,5_Steve_Nick,Nick,FLEX,LeGarrette Blount,RB,0,0,0,0,0,18,37,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,9
15058,5_Steve_Nick,Nick,K,Blair Walsh,K,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,1,4,4,,,,,,,,7
60029,5_Steve_Nick,Nick,D/ST,Panthers D/ST,D/ST,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,17,3
2580,5_Steve_Nick,Nick,Bench,Drew Brees,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0
14221,5_Steve_Nick,Nick,Bench,Doug Baldwin,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0
16749,5_Steve_Nick,Nick,Bench,Charles Sims,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0
17805,5_Steve_Nick,Nick,Bench,Corey Coleman,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0
16020,5_Steve_Nick,Nick,Bench,Spencer Ware,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0
12601,5_Steve_Nick,Nick,Bench,Mike Wallace,WR,0,0,0,0,0,0,0,0,7,63,0,11,0,0,0,,,,,,,,,,,,,,,,,,6
9530,5_Steve_Nick,Nick,Bench,John Kuhn,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0
17907,5_ChiBong_Phil,ChiBong,QB,Dak Prescott,QB,18,24,227,1,0,7,4,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,17
15848,5_ChiBong_Phil,ChiBong,RB,Eddie Lacy,RB,0,0,0,0,0,11,81,0,1,3,0,1,0,0,0,,,,,,,,,,,,,,,,,,8
17689,5_ChiBong_Phil,ChiBong,RB,Tevin Coleman,RB,0,0,0,0,0,6,31,0,4,132,1,6,0,0,0,,,,,,,,,,,,,,,,,,22
11270,5_ChiBong_Phil,ChiBong,WR,Jordy Nelson,WR,0,0,0,0,0,0,0,0,4,38,1,13,0,0,0,,,,,,,,,,,,,,,,,,9
11276,5_ChiBong_Phil,ChiBong,WR,Eddie Royal,WR,0,0,0,0,0,0,0,0,7,43,0,9,0,0,0,,,,,,,,,,,,,,,,,,4
14054,5_ChiBong_Phil,ChiBong,TE,Kyle Rudolph,TE,0,0,0,0,0,0,0,0,2,15,0,4,0,0,0,,,,,,,,,,,,,,,,,,1
14924,5_ChiBong_Phil,ChiBong,FLEX,T.Y. Hilton,WR,0,0,0,0,0,0,0,0,10,171,1,11,0,0,0,,,,,,,,,,,,,,,,,,23
9704,5_ChiBong_Phil,ChiBong,K,Stephen Gostkowski,K,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,2,4,4,,,,,,,,6
60004,5_ChiBong_Phil,ChiBong,D/ST,Bengals D/ST,D/ST,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,28,-1
12649,5_ChiBong_Phil,ChiBong,Bench,Julian Edelman,WR,0,0,0,0,0,0,0,0,5,35,0,10,0,0,0,,,,,,,,,,,,,,,,,,3
16791,5_ChiBong_Phil,ChiBong,Bench,Donte Moncrief,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0
5526,5_ChiBong_Phil,ChiBong,Bench,Eli Manning,QB,18,35,199,1,0,1,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,9
8475,5_ChiBong_Phil,ChiBong,Bench,Vincent Jackson,WR,0,0,0,0,0,0,0,0,3,36,0,5,0,0,0,,,,,,,,,,,,,,,,,,3
2622,5_ChiBong_Phil,ChiBong,Bench,Steve Smith Sr.,WR,0,0,0,0,0,0,0,0,3,29,0,3,0,0,0,,,,,,,,,,,,,,,,,,2
18079,5_ChiBong_Phil,ChiBong,Bench,Jalen Richard,RB,0,0,0,0,0,8,31,0,6,66,0,7,0,0,0,,,,,,,,,,,,,,,,,,9
15009,5_ChiBong_Phil,ChiBong,Bench,Alfred Morris,RB,0,0,0,0,0,6,33,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,3
14874,5_ChiBong_Phil,Phil,QB,Andrew Luck,QB,28,39,322,2,0,5,13,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,21
17683,5_ChiBong_Phil,Phil,RB,Todd Gurley,RB,0,0,0,0,0,23,72,1,3,36,0,5,0,1,0,,,,,,,,,,,,,,,,,,14
17919,5_ChiBong_Phil,Phil,RB,Jordan Howard,RB,0,0,0,0,0,16,118,0,3,45,1,3,0,0,0,,,,,,,,,,,,,,,,,,21
13216,5_ChiBong_Phil,Phil,WR,Demaryius Thomas,WR,0,0,0,0,0,0,0,0,5,49,1,7,0,0,0,,,,,,,,,,,,,,,,,,10
16790,5_ChiBong_Phil,Phil,WR,Jarvis Landry,WR,0,0,0,0,0,1,2,0,3,28,0,3,0,0,0,,,,,,,,,,,,,,,,,,2
12699,5_ChiBong_Phil,Phil,TE,Zach Miller,TE,0,0,0,0,0,0,0,0,7,73,0,8,0,0,0,,,,,,,,,,,,,,,,,,7
16763,5_ChiBong_Phil,Phil,FLEX,Jordan Matthews,WR,0,0,0,0,0,0,0,0,4,65,0,4,0,0,0,,,,,,,,,,,,,,,,,,6
8461,5_ChiBong_Phil,Phil,K,Mike Nugent,K,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,2,2,,,,,,,,1
60033,5_ChiBong_Phil,Phil,D/ST,Ravens D/ST,D/ST,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,16,6
13981,5_ChiBong_Phil,Phil,Bench,Mark Ingram,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0
14912,5_ChiBong_Phil,Phil,Bench,Alshon Jeffery,WR,0,0,0,0,0,0,0,0,5,77,0,6,0,0,0,,,,,,,,,,,,,,,,,,7
14900,5_ChiBong_Phil,Phil,Bench,Coby Fleener,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0
12563,5_ChiBong_Phil,Phil,Bench,Michael Crabtree,WR,0,0,0,0,0,0,0,0,3,47,1,7,0,0,0,,,,,,,,,,,,,,,,,,10
17906,5_ChiBong_Phil,Phil,Bench,Kenneth Dixon,RB,0,0,0,0,0,3,-1,0,1,6,0,1,0,0,0,,,,,,,,,,,,,,,,,,0
16783,5_ChiBong_Phil,Phil,Bench,Terrance West,RB,0,0,0,0,0,11,95,0,2,-6,0,3,0,0,0,,,,,,,,,,,,,,,,,,9
14198,5_ChiBong_Phil,Phil,Bench,Dion Lewis,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0
11252,5_Andrew_Daniel,Andrew,QB,Joe Flacco,QB,30,46,210,1,0,1,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,12
16944,5_Andrew_Daniel,Andrew,RB,Devonta Freeman,RB,0,0,0,0,0,23,88,1,3,35,0,5,0,0,0,,,,,,,,,,,,,,,,,,17
16040,5_Andrew_Daniel,Andrew,RB,C.J. Anderson,RB,0,0,0,0,0,11,41,0,3,21,0,4,0,0,0,,,,,,,,,,,,,,,,,,6
13295,5_Andrew_Daniel,Andrew,WR,Emmanuel Sanders,WR,0,0,0,0,0,0,0,0,7,80,0,9,0,0,0,,,,,,,,,,,,,,,,,,8
11283,5_Andrew_Daniel,Andrew,WR,DeSean Jackson,WR,0,0,0,0,0,0,0,0,3,35,0,7,0,0,0,,,,,,,,,,,,,,,,,,3
15860,5_Andrew_Daniel,Andrew,TE,Jordan Reed,TE,0,0,0,0,0,0,0,0,8,53,0,11,0,0,0,,,,,,,,,,,,,,,,,,5
17809,5_Andrew_Daniel,Andrew,FLEX,Will Fuller V,WR,0,0,0,0,0,0,0,0,1,4,0,6,0,0,0,,,,,,,,,,,,,,,,,,0
15683,5_Andrew_Daniel,Andrew,K,Justin Tucker,K,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,1,1,1,,,,,,,,4
60017,5_Andrew_Daniel,Andrew,D/ST,Patriots D/ST,D/ST,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,1,0,13,10
16799,5_Andrew_Daniel,Andrew,Bench,Allen Robinson,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0
4459,5_Andrew_Daniel,Andrew,Bench,Carson Palmer,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0
13204,5_Andrew_Daniel,Andrew,Bench,Ryan Mathews,RB,0,0,0,0,0,11,42,0,5,33,1,5,0,1,0,,,,,,,,,,,,,,,,,,11
17676,5_Andrew_Daniel,Andrew,Bench,Stefon Diggs,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0
13232,5_Andrew_Daniel,Andrew,Bench,Jimmy Graham,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0
15755,5_Andrew_Daniel,Andrew,Bench,Fozzy Whittaker,RB,0,0,0,0,0,5,45,0,1,9,0,1,0,0,0,,,,,,,,,,,,,,,,,,4
60026,5_Andrew_Daniel,Andrew,Bench,Seahawks D/ST,D/ST,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
12483,5_Andrew_Daniel,Daniel,QB,Matthew Stafford,QB,19,25,180,3,0,6,16,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,18
16803,5_Andrew_Daniel,Daniel,RB,Jeremy Hill,RB,0,0,0,0,0,4,12,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,1
17695,5_Andrew_Daniel,Daniel,RB,Matt Jones,RB,0,0,0,0,0,14,31,0,2,25,0,2,0,1,0,,,,,,,,,,,,,,,,,,3
16733,5_Andrew_Daniel,Daniel,WR,Odell Beckham Jr.,WR,0,0,0,0,0,0,0,0,5,56,1,12,0,0,0,,,,,,,,,,,,,,,,,,11
9705,5_Andrew_Daniel,Daniel,WR,Brandon Marshall,WR,0,0,0,0,0,0,0,0,8,114,1,15,0,0,0,,,,,,,,,,,,,,,,,,17
9761,5_Andrew_Daniel,Daniel,TE,Delanie Walker,TE,0,0,0,0,0,0,0,0,5,66,1,8,0,0,0,,,,,,,,,,,,,,,,,,12
15072,5_Andrew_Daniel,Daniel,FLEX,Marvin Jones,WR,0,0,0,0,0,0,0,0,4,37,1,5,0,0,0,,,,,,,,,,,,,,,,,,9
17169,5_Andrew_Daniel,Daniel,K,Chandler Catanzaro,K,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,1,4,4,,,,,,,,7
60016,5_Andrew_Daniel,Daniel,D/ST,Vikings D/ST,D/ST,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,4,0,0,13,16
13215,5_Andrew_Daniel,Daniel,Bench,Dez Bryant,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0
17739,5_Andrew_Daniel,Daniel,Bench,Thomas Rawls,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0
14908,5_Andrew_Daniel,Daniel,Bench,Michael Floyd,WR,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,0
16724,5_Andrew_Daniel,Daniel,Bench,Blake Bortles,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0
17678,5_Andrew_Daniel,Daniel,Bench,T.J. Yeldon,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0
4527,5_Andrew_Daniel,Daniel,Bench,Jason Witten,TE,0,0,0,0,0,0,0,0,3,43,0,5,0,0,0,,,,,,,,,,,,,,,,,,4
14885,5_Andrew_Daniel,Daniel,Bench,Doug Martin,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0
17795,5_Charlie_Homan,Charlie,QB,Carson Wentz,QB,25,33,238,2,1,2,14,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,16
17442,5_Charlie_Homan,Charlie,RB,David Johnson,RB,0,0,0,0,0,27,157,2,3,28,0,6,0,0,0,,,,,,,,,,,,,,,,,,29
15825,5_Charlie_Homan,Charlie,RB,Le'Veon Bell,RB,0,0,0,0,0,20,66,0,9,88,0,11,0,0,0,,,,,,,,,,,,,,,,,,14
16730,5_Charlie_Homan,Charlie,WR,Kelvin Benjamin,WR,0,0,0,0,0,0,0,0,5,70,0,9,0,0,0,,,,,,,,,,,,,,,,,,7
17762,5_Charlie_Homan,Charlie,WR,Tyrell Williams,WR,0,0,0,0,0,0,0,0,5,117,1,6,0,0,0,,,,,,,,,,,,,,,,,,17
13229,5_Charlie_Homan,Charlie,TE,Rob Gronkowski,TE,0,0,0,0,0,0,0,0,5,109,0,7,0,0,0,,,,,,,,,,,,,,,,,,10
17915,5_Charlie_Homan,Charlie,FLEX,DeAndre Washington,RB,0,0,0,0,0,9,23,0,5,29,0,6,0,0,0,,,,,,,,,,,,,,,,,,4
12460,5_Charlie_Homan,Charlie,K,Graham Gano,K,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,2,2,,,,,,,,1
60014,5_Charlie_Homan,Charlie,D/ST,Rams D/ST,D/ST,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,1,30,0
14881,5_Charlie_Homan,Charlie,Bench,Russell Wilson,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0
17133,5_Charlie_Homan,Charlie,Bench,Isaiah Crowell,RB,0,0,0,0,0,13,22,0,1,18,0,2,0,0,0,,,,,,,,,,,,,,,,,,3
12579,5_Charlie_Homan,Charlie,Bench,Jeremy Maclin,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0
12497,5_Charlie_Homan,Charlie,Bench,Arian Foster,RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0
