down,yardline,yards_to_go,count,fantasy_points,avg_fantasy_points
1,fg,long,1,0.0,0.0
1,midfield,long,1,0.0,0.0
2,fg,long,1,0.0,0.0
2,midfield,long,2,0.36,0.18
3,fg,long,1,-0.08,-0.08
3,midfield,long,2,0.64,0.32
3,midfield,short,1,0.0,0.0
4,midfield,medium,1,0.24,0.24
