down,yardline,yards_to_go,count,fantasy_points,avg_fantasy_points
1,crap,long,33,5.039999999999999,0.1527272727272727
1,crap,really_long,4,1.12,0.28
1,fg,long,31,10.479999999999999,0.3380645161290322
1,fg,really_long,1,0.0,0.0
1,goaline,long,9,4.680000000000001,0.52
1,goaline,medium,5,8.4,1.6800000000000002
1,goaline,short,5,3.88,0.776
1,midfield,long,196,53.2,0.27142857142857146
1,midfield,medium,2,0.28,0.14
1,midfield,really_long,6,2.3600000000000003,0.39333333333333337
1,redzone,long,29,12.679999999999998,0.43724137931034474
1,redzone,medium,2,0.36,0.18
1,redzone,really_long,1,0.16,0.16
1,touchback,long,87,26.279999999999994,0.30206896551724133
1,touchback,really_long,3,0.36,0.12
2,crap,long,15,3.56,0.23733333333333334
2,crap,medium,5,-0.6399999999999999,-0.12799999999999997
2,crap,really_long,18,5.640000000000001,0.31333333333333335
2,crap,short,2,0.28,0.14
2,fg,long,16,2.2800000000000002,0.14250000000000002
2,fg,medium,5,-1.6800000000000002,-0.336
2,fg,really_long,2,1.1600000000000001,0.5800000000000001
2,fg,short,3,0.0,0.0
2,goaline,long,6,9.000000000000002,1.5000000000000002
2,goaline,medium,9,19.080000000000002,2.12
2,goaline,short,12,12.559999999999999,1.0466666666666666
2,midfield,long,106,22.44,0.2116981132075472
2,midfield,medium,29,11.640000000000002,0.40137931034482766
2,midfield,really_long,33,4.28,0.1296969696969697
2,midfield,short,17,2.6400000000000006,0.15529411764705886
2,redzone,long,18,6.720000000000001,0.37333333333333335
2,redzone,medium,6,5.24,0.8733333333333334
2,redzone,really_long,3,4.48,1.4933333333333334
2,redzone,short,2,0.16,0.08
2,touchback,long,30,9.640000000000002,0.3213333333333334
2,touchback,medium,12,2.4000000000000004,0.20000000000000004
2,touchback,really_long,12,3.28,0.2733333333333333
2,touchback,short,4,0.48,0.12
3,crap,long,6,1.88,0.3133333333333333
3,crap,medium,5,0.48,0.096
3,crap,really_long,14,4.680000000000001,0.33428571428571435
3,crap,short,5,2.24,0.44800000000000006
3,fg,long,11,2.12,0.19272727272727275
3,fg,medium,8,2.16,0.27
3,fg,short,7,2.16,0.3085714285714286
3,goaline,long,6,2.5200000000000005,0.4200000000000001
3,goaline,medium,4,0.0,0.0
3,goaline,short,15,28.92,1.9280000000000002
3,midfield,long,63,19.160000000000004,0.3041269841269842
3,midfield,medium,52,14.839999999999996,0.2853846153846153
3,midfield,really_long,34,17.28,0.5082352941176471
3,midfield,short,33,18.52,0.5612121212121212
3,redzone,long,10,9.88,0.9880000000000001
3,redzone,medium,6,9.919999999999998,1.653333333333333
3,redzone,really_long,6,4.88,0.8133333333333334
3,redzone,short,7,5.64,0.8057142857142857
3,touchback,long,23,0.9199999999999996,0.03999999999999998
3,touchback,medium,14,3.1599999999999997,0.2257142857142857
3,touchback,really_long,8,1.6,0.2
3,touchback,short,7,0.48,0.06857142857142857
4,fg,long,1,1.04,1.04
4,fg,medium,1,0.32,0.32
4,fg,short,1,0.0,0.0
4,goaline,short,1,4.08,4.08
4,midfield,long,3,0.36,0.12
4,midfield,medium,2,0.24,0.12
4,midfield,really_long,1,0.0,0.0
4,midfield,short,10,-0.31999999999999984,-0.03199999999999999
4,redzone,short,3,0.9199999999999999,0.30666666666666664
4,touchback,long,1,0.32,0.32
