down,yardline,yards_to_go,count,fantasy_points,avg_fantasy_points
1,crap,long,2,0.0,0.0
1,midfield,long,1,0.24,0.24
2,crap,long,1,0.16,0.16
2,midfield,long,1,0.0,0.0
2,midfield,medium,1,0.28,0.28
3,crap,medium,1,0.28,0.28
3,midfield,long,2,0.0,0.0
4,midfield,long,1,0.0,0.0
