down,yardline,yards_to_go,count,fantasy_points,avg_fantasy_points
1,crap,long,41,9.759999999999998,0.23804878048780484
1,crap,really_long,4,0.9199999999999999,0.22999999999999998
1,fg,long,43,13.679999999999998,0.3181395348837209
1,fg,medium,1,0.0,0.0
1,fg,really_long,3,0.0,0.0
1,goaline,long,8,5.320000000000001,0.6650000000000001
1,goaline,medium,10,8.64,0.8640000000000001
1,goaline,short,7,12.280000000000001,1.7542857142857144
1,midfield,long,219,67.67999999999998,0.30904109589041084
1,midfield,really_long,16,1.6,0.1
1,redzone,long,38,18.040000000000003,0.47473684210526323
1,redzone,really_long,2,0.24,0.12
1,touchback,long,121,21.91999999999999,0.18115702479338835
1,touchback,really_long,1,0.4,0.4
2,crap,long,19,4.6000000000000005,0.24210526315789477
2,crap,medium,4,2.12,0.53
2,crap,really_long,15,1.84,0.12266666666666667
2,crap,short,2,0.0,0.0
2,fg,long,19,5.800000000000001,0.3052631578947369
2,fg,medium,4,1.24,0.31
2,fg,really_long,7,1.12,0.16
2,fg,short,4,-1.6400000000000001,-0.41000000000000003
2,goaline,long,6,4.720000000000001,0.7866666666666667
2,goaline,medium,8,0.16000000000000014,0.020000000000000018
2,goaline,short,9,12.200000000000001,1.3555555555555556
2,midfield,long,114,24.319999999999993,0.21333333333333326
2,midfield,medium,44,11.280000000000001,0.2563636363636364
2,midfield,really_long,42,13.120000000000001,0.3123809523809524
2,midfield,short,26,12.120000000000003,0.46615384615384625
2,redzone,long,19,4.880000000000002,0.256842105263158
2,redzone,medium,5,10.16,2.032
2,redzone,really_long,7,1.0,0.14285714285714285
2,redzone,short,1,0.0,0.0
2,touchback,long,44,15.519999999999992,0.35272727272727256
2,touchback,medium,12,3.88,0.3233333333333333
2,touchback,really_long,14,4.120000000000001,0.2942857142857144
2,touchback,short,4,-1.72,-0.43
3,crap,long,5,0.24,0.048
3,crap,medium,5,1.2400000000000002,0.24800000000000005
3,crap,really_long,16,1.4000000000000001,0.08750000000000001
3,crap,short,5,0.36,0.072
3,fg,long,5,1.48,0.296
3,fg,medium,9,2.0,0.2222222222222222
3,fg,really_long,8,1.76,0.22
3,fg,short,9,2.4400000000000004,0.27111111111111114
3,goaline,long,3,4.32,1.4400000000000002
3,goaline,medium,10,0.52,0.052000000000000005
3,goaline,short,8,8.76,1.095
3,midfield,long,57,13.44,0.23578947368421052
3,midfield,medium,43,10.759999999999998,0.2502325581395348
3,midfield,really_long,40,20.6,0.515
3,midfield,short,43,11.36,0.2641860465116279
3,redzone,long,11,5.960000000000001,0.5418181818181819
3,redzone,medium,11,5.68,0.5163636363636364
3,redzone,really_long,8,-1.56,-0.195
3,redzone,short,6,9.48,1.58
3,touchback,long,24,7.760000000000001,0.32333333333333336
3,touchback,medium,12,4.000000000000001,0.3333333333333334
3,touchback,really_long,12,5.56,0.4633333333333333
3,touchback,short,6,-1.2799999999999998,-0.2133333333333333
4,fg,long,1,-2.0,-2.0
4,fg,short,1,0.0,0.0
4,goaline,short,4,8.32,2.08
4,midfield,long,2,-2.0,-1.0
4,midfield,medium,2,0.0,0.0
4,midfield,really_long,2,0.2,0.1
4,midfield,short,3,1.56,0.52
4,redzone,long,1,0.0,0.0
4,redzone,medium,2,0.0,0.0
4,redzone,short,1,0.56,0.56
4,touchback,long,1,0.32,0.32
4,touchback,really_long,1,0.48,0.48
