down,yardline,yards_to_go,count,fantasy_points,avg_fantasy_points
1,fg,long,1,0.0,0.0
1,midfield,long,1,0.12,0.12
1,touchback,long,1,0.0,0.0
2,touchback,really_long,1,0.0,0.0
2,touchback,short,1,0.24,0.24
3,midfield,long,1,0.16,0.16
3,midfield,medium,1,0.0,0.0
3,redzone,short,1,0.0,0.0
4,midfield,medium,1,0.52,0.52
4,redzone,medium,1,0.0,0.0
