down,yardline,yards_to_go,count,fantasy_points,avg_fantasy_points
1,fg,long,1,0.0,0.0
1,midfield,long,2,-1.4,-0.7
1,touchback,long,1,0.0,0.0
2,crap,really_long,1,0.12,0.12
2,midfield,really_long,1,0.0,0.0
3,crap,long,1,0.96,0.96
3,midfield,really_long,1,0.0,0.0
3,touchback,really_long,1,0.32,0.32
4,midfield,medium,1,0.0,0.0
